Company,Position,Location,Tags,Description,URL,Salary_Min,Salary_Max,Date,ID
Bank of America,Software Engineer III - GBS,"Gurgaon, India",Software Engineering; Senior Level,"Job Description:About UsAt Bank of America, we are guided by a common purpose to help make financial lives better through the power of every connection. Responsible Growth is how we run our company and how we deliver for our clients, teammates, communities and shareholders every day.One of the keys to driving Responsible Growth is being a great place to work for our teammates around the world. We're devoted to being a diverse and inclusive workplace for everyone. We hire individuals with a broad range of backgrounds and experiences and invest heavily in our teammates and their families by offering competitive benefits to support their physical, emotional, and financial well-being.Bank of America believes both in the importance of working together and offering flexibility to our employees. We use a multi-faceted approach for flexibility, depending on the various roles in our organization.Working at Bank of America will give you a great career with opportunities to learn, grow and make an impact, along with the power to make a difference. Join us!Global Business ServicesGlobal Business Services delivers Technology and Operations capabilities to Lines of Business and Staff Support Functions of Bank of America through a centrally managed, globally integrated delivery model and globally resilient operations.Global Business Services is recognized for flawless execution, sound risk management, operational resiliency, operational excellence and innovation.In India, we are present in five locations and operate as BA Continuum India Private Limited (BACI), a non-banking subsidiary of Bank of America Corporation and the operating company for India operations of Global Business Services.Process OverviewThe Data Management team (DMT) organization is responsible to Deliver a simplified, strategic data management suite for a holistic end to end view of critical data with integrations to front line metadata repositories, automation of manual governance and operational processes, and comprehensive data health reporting for Management to evidence their understanding of data elements &amp; data quality throughout the data lifecycle from Capture through Use.Job DescriptionThis individual will be responsible for development in Python, Angular and SQL under the Data Quality and management team while interacting with the US team leadership / developer. Require experienced person with strong development, data management and governance along with data modeling experience, and ability to work across multiple teams to ensure consistent implementation of multiple tasks.Responsibilities*Interact with Business Partners and come up with solutionsUnderstand business priorities and strategize with matrix managers on future work possibilities and growth pathDesigns, develops, enhance, debugs, supports, maintain and tests software applications that support business units or supporting functions.Participate and contribute to Team/Project ReviewsLearn new technologies when directed as future development may involve diverse development platforms, software, hardware, technologies and toolsWork in a fast paced agile environment, under minimal supervision, with guidance from senior team membersParticipate in mandatory training and cross functions across teamDemonstrate enthusiasm and zeal to acquire domain knowledgeRequirementsEducationBE / MCAExperience Range6 - 8 YearsFoundational SkillsExperience in the IT field with experience as python developer for large and complex systemsIn-depth experience with Python scripting Exposure /experience with Angular for front end developmentStrong background in Database development (SQL Server)Strong analytical skills with the ability to collect, organize and analyze, information with attention to detail and accuracyStrong understanding of database concepts like (views, primary keys, table joins)Ability to interpret data lineageAbility to quickly navigate a complex organizationExperience in Data AnalysisExcellent verbal, written and presentational communication skills Desired Job Skills:Understanding of Data Management, Third Party Engagement, Cloud Service ProvidersDesired SkillsData Management and Governance, If any vendor tool Collibra, BlueprintWork Timings11.00 AM - 8.00 PMJob LocationMumbai, Gurugram &amp; Hyderabad",https://www.themuse.com/jobs/bankofamerica/software-engineer-iii-gbs,,,2025-03-25T00:00:58Z,16505274
DoorDash,Merchant Services Specialist,"Mexico City, Mexico",Data and Analytics; Mid Level,"About the TeamNew Verticals is an exciting team at DoorDash within the Merchant Services organization that is building and scaling new ways to create and update catalogs for Merchants to sell to our customers on the DoorDash platform. New Verticals includes DashMart, Convenience, Alcohol, Grocery, and Retail businesses. These categories bring about new challenges and opportunities to build something at DoorDash from the ground up. Our team ensures quality for ~30 different workflows while supporting the Vendor Management team, Strategy &amp; Operations as well as other cross functional partners. We primarily work in JIRA, Google Sheets and MODE/SQL as well as internal DoorDash tools.About the RoleAs a Merchant Services Specialist at DoorDash, you will perform quality &amp; assurance for a variety of complex workflows, identify trends within datasets and work to implement changes from those learnings to increase efficiency and improve processes while consistently meeting or exceeding TPD (Task per Day) and accuracy expectations. We're looking for someone who is an operator, detail oriented and a problem solver. You will report directly into the Merchant Services Supervisor. This role will be hybrid. .You're excited about this opportunity because you will...Improve on existing processes and workflowsQA impactful projectsWork with team members to ensure the success of the team on a peer level as well as cross functionally with other teams and leadershipOperate as a Subject Matter Expert to identify trends and highlight opportunities for improvementMeet or exceed metric expectations Learn and pivot between a variety of workflows in order to accomplish the greater business goalsJoin our highly motivated team at a time of rapid growth and exciting scale initiativesWe're excited about you because...Identify trends and patterns within datasets to increase efficiency and improve processesYou are operations-inspired and always look for ways to improve the quality of serviceYou are able to thrive in a fast-paced, constantly changing work environment You have previous experience and a proficient understanding of Google SheetsYou can easily shift between multiple projectsYou have a mind and talent for process improvementYou are detailed oriented and focus on accuracy and precisionYou practice skillful typing and have research abilities Basic SQL querying skillsBase MXN 18,000Performance Bonus MXN 5,000.00Notice to Applicants for Jobs Located in NYC or Remote Jobs Associated With Office in NYC OnlyWe use Covey as part of our hiring and/or promotional process for jobs in NYC and certain features may qualify it as an AEDT in NYC. As part of the hiring and/or promotion process, we provide Covey with job requirements and candidate submitted applications. We began using Covey Scout for Inbound from August 21, 2023, through December 21, 2023, and resumed using Covey Scout for Inbound again on June 29, 2024.The Covey tool has been reviewed by an independent auditor. Results of the audit may be viewed here: CoveyAbout DoorDashAt DoorDash, our mission to empower local economies shapes how our team members move quickly, learn, and reiterate in order to make impactful decisions that display empathy for our range of users-from Dashers to merchant partners to consumers. We are a technology and logistics company that started with door-to-door delivery, and we are looking for team members who can help us go from a company that is known for delivering food to a company that people turn to for any and all goods. DoorDash is growing rapidly and changing constantly, which gives our team members the opportunity to share their unique perspectives, solve new challenges, and own their careers. We're committed to supporting employees' happiness, healthiness, and overall well-being by providing comprehensive benefits and perks.Our Commitment to Diversity and InclusionWe're committed to growing and empowering a more inclusive community within our company, industry, and cities. That's why we hire and cultivate diverse teams of people from all backgrounds, experiences, and perspectives. We believe that true innovation happens when everyone has room at the table and the tools, resources, and opportunity to excel. If you need any accommodations, please inform your recruiting contact upon initial connection.We use Covey as part of our hiring and/or promotional process for jobs in certain locations.The Covey tool has been reviewed by an independent auditor. Results of the audit may be viewed here: https://getcovey.com/nyc-local-law-144To request a reasonable accommodation under applicable law or alternate selection process, please inform your recruiting contact upon initial connection.",https://www.themuse.com/jobs/doordash/merchant-services-specialist-c721b8,,,2025-11-11T19:06:06Z,17664080
Uber,"Senior Staff Engineer, Core Infrastructure","Århus, Denmark",Software Engineering; Senior Level,"About the RoleThe Uber Infrastructure team in Aarhus is at the forefront of building and scaling mission-critical systems that power Uber's global platform. We focus on improving quality, security, modernization, and efficiency across Uber's backend infrastructure. Our work spans safe deployment, encryption, Kubernetes adoption, workload automation, autoscaling, and ARM migration. As a Senior Staff Engineer, you will architect and drive large-scale backend systems, improve developer efficiency and resilience, and shape the next generation of Uber's infrastructure through cutting-edge technologies and scalable engineering practices.What the Candidate Will DoArchitect and evolve backend infrastructure to support Uber's growing workloads, including deployment engines, autoscalers, and hybrid cloud environments.Lead safe deployment and rollback automation across stateless, stateful, and batch workloads, improving resilience and developer efficiency.Improve infrastructure security and compliance, including encryption-at-rest, ransomware mitigation, and cloud security best practices.Advance Uber's modernization efforts, including Kubernetes migration, unified workload platforms, and PaaS improvements.Optimize Uber's infrastructure efficiency, focusing on ARM adoption, autoscaling enhancements, and cost-effective compute allocation.Mentor engineers and drive technical strategy, ensuring Uber's backend infrastructure remains cutting-edge, reliable, and scalable.Basic Qualifications10+ years of experience in backend software development with distributed systems, infrastructure, or cloud platforms.Strong expertise in Go, Java, or similar backend languages, with a deep understanding of Kubernetes, cloud infrastructure, and high-scale systems.Experience driving large-scale system modernization, performance optimizations, and deployment safety improvements.Preferred QualificationsExperience designing and implementing highly available, efficient, and secure cloud-native architectures.Deep understanding of safe deployment strategies, workload automation, and resilience engineering.Proven expertise in scaling autoscaling solutions, ARM adoption, hybrid cloud, or GPU support for ML workloads.Ability to lead large technical initiatives and drive cross-team collaboration across platform, security, and infrastructure teams.If You Want to Find Out MoreFor a deeper dive into some of the technologies and infrastructure innovations at Uber, check out the following resources:CPU Scaling: Vertical CPU Scaling - https://www.uber.com/en-SE/blog/vertical-cpu-scalingCPU Throttling: Avoiding CPU Throttling in a Containerized Environment - https://eng.uber.com/avoiding-cpu-throttling-in-a-containerized-environment/uBuild: Fast and Safe Building of Thousands of Container Images - https://www.uber.com/en-US/blog/ubuild-fast-and-safe-building-of-thousands-of-container-imagesCinnamon:Using Century-Old Tech to Build a Mean Load Shedder - https://www.uber.com/en-SE/blog/cinnamon-using-century-old-tech-to-build-a-mean-load-shedderPID Controller for Cinnamon - https://www.uber.com/en-SE/blog/pid-controller-for-cinnamonCinnamon Auto-Tuner: Adaptive Concurrency in the Wild - https://www.uber.com/en-SE/blog/cinnamon-auto-tuner-adaptive-concurrency-in-the-wildUnified Config: How We Unified Configuration Distribution Across Systems at Uber - https://www.uber.com/en-DK/blog/how-we-unified-configuration-distribution-across-systems-at-uber/Up: Portable Microservices Ready for the Cloud - https://www.uber.com/en-DK/blog/up-portable-microservices-ready-for-the-cloud/Continuous Deployment (CD): Continuous Deployment at Uber - https://www.uber.com/en-SE/blog/continuous-deploymentOdin:Stateful Platform - https://www.uber.com/en-SE/blog/odin-stateful-platform/The Accounter - https://www.uber.com/en-SE/blog/the-accounterINCA: Deduping and Storing Images at Uber Eats - https://www.uber.com/en-SE/blog/deduping-and-storing-images-at-uber-eats/ARM:Adopting ARM at Scale: Bootstrapping Infrastructure - https://www.uber.com/en-SE/blog/adopting-arm-at-scale-bootstrapping-infrastructureAdopting ARM at Scale: Transitioning to a Multi-Architecture Environment - https://www.uber.com/en-SE/blog/adopting-arm-at-scale-transitioning-to-a-multi-architecture-environmentUber's mission is to reimagine the way the world moves for the better. Here, bold ideas create real-world impact, challenges drive growth, and speed fuelds progress. What moves us, moves the world - let's move it forward, together.Offices continue to be central to collaboration and Uber's cultural identity. Unless formally approved to work fully remotely, Uber expects employees to spend at least half of their work time in their assigned office. For certain roles, such as those based at green-light hubs, employees are expected to be in-office for 100% of their time. Please speak with your recruiter to better understand in-office expectations for this role.*Accommodations may be available based on religious and/or medical conditions, or as required by applicable law. To request an accommodation, please reach out to accommodations@uber.com.",https://www.themuse.com/jobs/uber/senior-staff-engineer-core-infrastructure,,,2025-11-20T20:33:46Z,18487018
Lyft,Drive with Lyft - Earn on Your Own Schedule,"Memphis, TN",Software Engineering; Senior Level,"Get a maximum of $400 in bonuses in Memphis.Earn $100 for every 10 rides in 7 days (limit 4). New drivers only. Terms apply.We're looking for new drivers. Lyft's Women+ Connect feature offers more choice, opportunity, and peace of mind for women and nonbinary drivers. We're making Lyft better for everyone.Sign up today and all drivers of any gender are eligible to receive our new driver offer.What is Lyft? Lyft is a flexible earning opportunity and a platform that connects drivers with individuals that need rides. Driving with Lyft is the perfect way to earn money on any schedule and is a great alternative to part-time, full-time and seasonal opportunities. Drivers can cash out any time with Express Pay. Drivers enjoy flexibility with no hourly requirement.Why Lyft?Boost Your Earnings: With Upfront Pay you can view the fare for a ride before you accept it, giving you more control of your earnings. Plus, you keep 100% of your tips.Peace of Mind: In addition to a suite of products designed to make driving more comfortable, Women and nonbinary drivers can turn on Women+ Connect to increase their chances of matching with more women and nonbinary riders, offering more control over their driving experience Be Your Own Boss: Set your own schedule and keep control over when you drive and earnOur VisionMaking Rideshare Better: Diverse communities are stronger, more interesting communities. Making Lyft better for everyoneCommunity Connections: Good vibes. Conversations that turn into friendships. Comfortable silence. Our Women+ Connect is here to improve the ride experience for all drivers and ridersDriver RequirementsYou're at least 25 years old You own an iPhone or Android smartphone You have a clean driving record and auto insurance You have a 4-door from 2008 or newer Car year may vary by regionDoes not apply if you are renting a car through Express Drive programAdditional information You might consider driving with Lyft to earn extra money, driving with Lyft is a great way to supplement your part time or full time income. Driving can be a great summer gig for teachers, or for anyone looking for seasonal or summer work. No experience is needed, but you may be a great fit if you have experience in the public or private transportation industry such as a delivery driver, professional driver, chauffeur, luxury driver, truck driver, school bus driver, taxi driver or cab driver.",https://www.themuse.com/jobs/lyft/drive-with-lyft-earn-on-your-own-schedule-aa747a,,,2025-08-27T13:55:43Z,18685745
Lyft,Drive with Lyft - Earn on Your Own Schedule,"Lawrence, KS",Software Engineering; Senior Level,"Get a maximum of $400 in bonuses in Lawrence.Earn $100 for every 10 rides in 7 days (limit 4). New drivers only. Terms apply.We're looking for new drivers. Lyft's Women+ Connect feature offers more choice, opportunity, and peace of mind for women and nonbinary drivers. We're making Lyft better for everyone.Sign up today and all drivers of any gender are eligible to receive our new driver offer.What is Lyft? Lyft is a flexible earning opportunity and a platform that connects drivers with individuals that need rides. Driving with Lyft is the perfect way to earn money on any schedule and is a great alternative to part-time, full-time and seasonal opportunities. Drivers can cash out any time with Express Pay. Drivers enjoy flexibility with no hourly requirement.Why Lyft?Boost Your Earnings: With Upfront Pay you can view the fare for a ride before you accept it, giving you more control of your earnings. Plus, you keep 100% of your tips.Peace of Mind: In addition to a suite of products designed to make driving more comfortable, Women and nonbinary drivers can turn on Women+ Connect to increase their chances of matching with more women and nonbinary riders, offering more control over their driving experience Be Your Own Boss: Set your own schedule and keep control over when you drive and earnOur VisionMaking Rideshare Better: Diverse communities are stronger, more interesting communities. Making Lyft better for everyoneCommunity Connections: Good vibes. Conversations that turn into friendships. Comfortable silence. Our Women+ Connect is here to improve the ride experience for all drivers and ridersDriver RequirementsYou're at least 25 years old You own an iPhone or Android smartphone You have a clean driving record and auto insurance You have a 4-door from 2008 or newer Car year may vary by regionDoes not apply if you are renting a car through Express Drive programAdditional information You might consider driving with Lyft to earn extra money, driving with Lyft is a great way to supplement your part time or full time income. Driving can be a great summer gig for teachers, or for anyone looking for seasonal or summer work. No experience is needed, but you may be a great fit if you have experience in the public or private transportation industry such as a delivery driver, professional driver, chauffeur, luxury driver, truck driver, school bus driver, taxi driver or cab driver.",https://www.themuse.com/jobs/lyft/drive-with-lyft-earn-on-your-own-schedule-e7cc3a,,,2025-08-27T13:55:43Z,18618716
Lyft,Drive with Lyft - Signing up is Easy,"Lawrence, KS",Software Engineering; Senior Level,"Get a maximum of $400 in bonuses in Lawrence.Earn $100 for every 10 rides in 7 days (limit 4). New drivers only. Terms apply.We're looking for new drivers. Lyft's Women+ Connect feature offers more choice, opportunity, and peace of mind for women and nonbinary drivers. We're making Lyft better for everyone.Sign up today and all drivers of any gender are eligible to receive our new driver offer.What is Lyft? Lyft is a flexible earning opportunity and a platform that connects drivers with individuals that need rides. Driving with Lyft is the perfect way to earn money on any schedule and is a great alternative to part-time, full-time and seasonal opportunities. Drivers can cash out any time with Express Pay. Drivers enjoy flexibility with no hourly requirement.Why Lyft?Boost Your Earnings: With Upfront Pay you can view the fare for a ride before you accept it, giving you more control of your earnings. Plus, you keep 100% of your tips.Peace of Mind: In addition to a suite of products designed to make driving more comfortable, Women and nonbinary drivers can turn on Women+ Connect to increase their chances of matching with more women and nonbinary riders, offering more control over their driving experience Be Your Own Boss: Set your own schedule and keep control over when you drive and earnOur VisionMaking Rideshare Better: Diverse communities are stronger, more interesting communities. Making Lyft better for everyoneCommunity Connections: Good vibes. Conversations that turn into friendships. Comfortable silence. Our Women+ Connect is here to improve the ride experience for all drivers and ridersDriver RequirementsYou're at least 25 years old You own an iPhone or Android smartphone You have a clean driving record and auto insurance You have a 4-door from 2008 or newer Car year may vary by regionDoes not apply if you are renting a car through Express Drive programAdditional information You might consider driving with Lyft to earn extra money, driving with Lyft is a great way to supplement your part time or full time income. Driving can be a great summer gig for teachers, or for anyone looking for seasonal or summer work. No experience is needed, but you may be a great fit if you have experience in the public or private transportation industry such as a delivery driver, professional driver, chauffeur, luxury driver, truck driver, school bus driver, taxi driver or cab driver.",https://www.themuse.com/jobs/lyft/drive-with-lyft-signing-up-is-easy-1bb7e3,,,2025-08-27T13:55:40Z,18626642
Lyft,Drivers Needed in Tampa Bay,"Tampa, FL",Software Engineering; Senior Level,"Get a maximum of $400 in bonuses in Tampa Bay.Earn $100 for every 10 rides in 7 days (limit 4). New drivers only. Terms apply.We're looking for new drivers. Lyft's Women+ Connect feature offers more choice, opportunity, and peace of mind for women and nonbinary drivers. We're making Lyft better for everyone.Sign up today and all drivers of any gender are eligible to receive our new driver offer.What is Lyft? Lyft is a flexible earning opportunity and a platform that connects drivers with individuals that need rides. Driving with Lyft is the perfect way to earn money on any schedule and is a great alternative to part-time, full-time and seasonal opportunities. Drivers can cash out any time with Express Pay. Drivers enjoy flexibility with no hourly requirement.Why Lyft?Boost Your Earnings: With Upfront Pay you can view the fare for a ride before you accept it, giving you more control of your earnings. Plus, you keep 100% of your tips.Peace of Mind: In addition to a suite of products designed to make driving more comfortable, Women and nonbinary drivers can turn on Women+ Connect to increase their chances of matching with more women and nonbinary riders, offering more control over their driving experience Be Your Own Boss: Set your own schedule and keep control over when you drive and earnOur VisionMaking Rideshare Better: Diverse communities are stronger, more interesting communities. Making Lyft better for everyoneCommunity Connections: Good vibes. Conversations that turn into friendships. Comfortable silence. Our Women+ Connect is here to improve the ride experience for all drivers and ridersDriver RequirementsYou're at least 25 years old You own an iPhone or Android smartphone You have a clean driving record and auto insurance You have a 4-door from 2004 or newer Car year may vary by regionDoes not apply if you are renting a car through Express Drive programAdditional information You might consider driving with Lyft to earn extra money, driving with Lyft is a great way to supplement your part time or full time income. Driving can be a great summer gig for teachers, or for anyone looking for seasonal or summer work. No experience is needed, but you may be a great fit if you have experience in the public or private transportation industry such as a delivery driver, professional driver, chauffeur, luxury driver, truck driver, school bus driver, taxi driver or cab driver.",https://www.themuse.com/jobs/lyft/drivers-needed-in-tampa-bay-e2e8dd,,,2025-08-27T13:55:42Z,18690943
Uber,"Applied Scientist II, Brand Marketing","New York, NY",Science and Engineering; Mid Level,"About the roleWe're looking for an Applied Scientist to join our Brand Science team to provide strategic, actionable insights around how to measure and optimize a large brand marketing budget. In the role, you'll be part of and collaborate with a cross-functional team consisting of marketing/media stakeholders, our in-house research and insights team, as well as other scientists across the broader organization.Problems we're working on include:How do we measure the impact of advertising on television and billboards?Can we find a better way to allocate our brand budget across a diverse set of advertising platforms, marketing initiatives, and audiences?How can we improve our existing measurement tools to improve sensitivity and reduce bias?The ideal candidate is both technically deep and intellectually humble. You enjoy out-of-the-box thinking, and are not afraid to roll up your sleeves to get things done. You prioritize practical solutions over novelty but stay curious about new methods and their tradeoffs. You focus on tangible progress and results, but also have a generous spirit, giving others the benefit of the doubt and actively seeking to understand their perspectives.What you'll doApply statistical/econometric methods to estimate the incremental impact of changes in marketing and product strategy on brand-relevant KPIs like sentiment, awareness, and purchase intent - as well as on business outcomes like trips/orders and gross bookings.Build and improve technical tools for marketing problems. Examples include media mix models, statistical estimators to gauge the impact of various interventions (experimental or otherwise), optimization engines that determine how to best distribute resources, etc.Interface closely with external partners (media agencies, advertising platforms, measurement vendors) to deeply understand the existing capabilities and limitations of their platforms and solutions, and to push the envelope on what is possible.Collaborate with our in-house media, research, product, and operations teams to develop actionable customer insights and recommendations to guide high level business and marketing strategy.Basic QualificationsPh.D., M.S., or B.S. degree in Statistics, Computer Science, Applied Mathematics, Electrical Engineering, Economics, or other quantitative fields is preferred. (If M.S. degree, a minimum of 2+ years of industry experience required, if B.S. degree a minimum of 3+ years of industry experience required)Advanced skills in SQL, Python, and BI tools for data analysis/visualizationIn-depth understanding of and experience with experimental designPreferred QualificationsExperience with solving quantitative problems in the marketing/AdTech spacePhD in a quantitative field such as statistics, economics, or operations researchFor New York, NY-based roles: The base salary range for this role is USD$155,000 per year - USD$172,000 per year.You will be eligible to participate in Uber's bonus program, and may be offered an equity award &amp; other types of comp. You will also be eligible for various benefits. More details can be found at the following link https://www.uber.com/careers/benefits.Uber's mission is to reimagine the way the world moves for the better. Here, bold ideas create real-world impact, challenges drive growth, and speed fuels progress. What moves us, moves the world - let's move it forward, together.Uber is proud to be an Equal Opportunity employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know by completing this form.Offices continue to be central to collaboration and Uber's cultural identity. Unless formally approved to work fully remotely, Uber expects employees to spend at least half of their work time in their assigned office. For certain roles, such as those based at green-light hubs, employees are expected to be in-office for 100% of their time. Please speak with your recruiter to better understand in-office expectations for this role.",https://www.themuse.com/jobs/uber/applied-scientist-ii-brand-marketing,,,2025-11-14T20:33:02Z,19292796
Riot Games,Senior Data Scientist - Singapore Efficiency Team,Singapore,Data and Analytics; Senior Level,"At the Riot Singapore Efficiency team, we're driven by innovation and optimization. Our team harnesses the power of Machine Learning approaches and Artificial Intelligence to reimagine the way we build games. By leveraging cutting-edge technology, we aim to streamline development processes, enhance creative workflows, which finally deliver immersive experiences to players around the globe. Join us in pushing the boundaries of what's possible in game development and shaping the future of interactive entertainment. We are seeking a talented and experienced Data Scientist to join our AI team. As a Senior Data Scientist, you will play a key role in leveraging Machine Learning techniques to drive innovation and efficiency in our game development processes. You will collaborate closely with game teams to accelerate artists' pipelines, streamline workflows, and introduce novel tools aimed at enhancing player experiences. Responsibilities Collaborate on the development and implementation of Machine Learning models aimed at accelerating creative pipeline optimizations, enhancing processes such as content creation, iteration, and integration. Work closely with game designers, engineers, and artists to identify opportunities for applying Machine Learning techniques to streamline creative workflows, improve asset generation, and enhance overall efficiency in game development. Design and conduct experiments to validate models, measure their impact on creative pipeline optimizations, and drive continuous improvement. Stay abreast of the latest advancements in Machine Learning, and gaming technology, and proactively explore innovative approaches to enhancing creative pipeline efficiencies. Required Skills&nbsp; Master’s or Ph.D. degree in Computer Science, Statistics, Mathematics, or a related field, with a focus on Machine Learning, Data Science, or Artificial Intelligence. At least 3 years of extensive experience in applying Data Science techniques to real-world problems, with a proven track record of delivering impactful data science solutions in a fast-paced environment. Proficiency in programming languages such as Python, R, C, C++, C#, and experience with libraries and frameworks such as TensorFlow, PyTorch, or JAX. Strong understanding of statistical analysis, experimental design, and data visualization techniques. Experience working with Generative Models, such as Score-based Diffusion Models, Generative Adversarial Networks (GANs) or Variational Autoencoders (VAEs), to drive creative pipeline optimizations. Excellent communication skills, with the ability to effectively communicate complex technical concepts to non-technical stakeholders. Leadership experience, including mentoring junior team members, interns and driving cross-functional collaboration, is highly desirable. Desired Skills&nbsp; Experience working in the gaming industry or a related field is a plus. For this role, you'll find success through craft expertise, a collaborative spirit, and decision-making that prioritizes the delight of players. We will be looking at your past studies, experience, and your personal relationship with games. If you embody player empathy and care about players' experiences, this could be your role! Our Perks Full relocation support Full health insurance for you, your spouse and children Open paid time off Retirement benefits with company matching Life insurance, parental leave, plus short-term and long-term disability Play Fund so you can broaden and deepen your knowledge of our players and community through games We will double down on your donations of time and money to non-profits &nbsp;",https://www.themuse.com/jobs/riotgames/senior-data-scientist-singapore-efficiency-team,,,2025-09-28T23:30:07Z,17805536
UniFirst,Development Representative - Account Sales,"Rocky Mount, NC",Data and Analytics; Mid Level,"Customer Development Representative UniFirst is seeking a motivated, self-driven individual for a Customer Development Representative position to increase existing account sales in a dedicated market territory. As a Customer Development Representative, you will leverage warm relationships with existing customers to increase overall organic growth and profitability by selling additional products and services. A Career with UniFirst Offers:Training: With the most in-depth training platform in the industry, our employees get top quality skills training designed to enhance their performance and assist them with their career potential and advancement. Career Mobility: We’re a growing company offering significant avenues for personal development and growth, and providing for continued career progression. Some companies like to promote from within, we love to! Technology: UniFirst’s many cutting edge sales tools and innovative programs are designed with one purpose in mind – to help you succeed. Family Culture: Our unique family-like culture is what makes UniFirst an organization that stands out from the rest. Diversity: At UniFirst, you'll find an environment packed with different cultures, personalities, and backgrounds because we know it takes many kinds of people to make us successful.Responsibilities of the Customer Development Representative: Assist existing clients by identifying opportunities and leveraging their current partnership with UniFirst by offering additional services, products and solutions Work with the Customer Service team to develop strategies to further develop our market share Conduct presentation meetings with potential clients as needed Each Customer Development Representative will be responsible for achieving 80 activities per week, including 8 Facility Needs Analysis meetings, 3 presentations and 1 sale UniFirst offers the Benefits you need to excel as a Customer Development Representative: Competitive base salary Incentives based on monthly sales Uncapped monthly commissions Protected territory Industry-leading sales training Vehicle Mileage and cell phone reimbursement Cutting edge sales tools, including a data management device with CRM software Full range of benefits including 401k and profit sharing, health and life insurance, Employee Assistance Program (EAP), disability coverage, vacation, sick time, paid holidays, tuition reimbursement, 30% employee discounts, and moreQualificationsQualifications High school diploma Required; Bachelor’s or associate’s degree preferred Proficiency with Mobile Technology, Microsoft Office Suite, and CRM Outside business-to-business sales or route sales experience preferred Individuals who drive their personal vehicles for business purposes will be required to comply with minimum auto insurance requirements per UniFirst's standards Company Overview:UniFirst is an international leader in the $18 billion dollar garment services industry. We currently employ 13,000 team partners who serve 300,000 business customer locations throughout the U.S., Canada, and Europe. We were included in the top 10 of Selling Power magazine’s “Best Companies to Sell For” list and recognized on Forbes magazine’s “Platinum 400 – Best Big Companies” list. As an 80-year old company focused on annual growth, there’s never been a better time to join our outside sales team. &nbsp; &nbsp; UniFirst is an equal opportunity employer. We do not discriminate in hiring or employment against any individual on the basis of race, color, gender, national origin, ancestry, religion, physical or mental disability, age, veteran status, sexual orientation, gender identity or expression, marital status, pregnancy, citizenship, or any other factor protected by anti-discrimination laws &nbsp;",https://www.themuse.com/jobs/unifirst/development-representative-account-sales-4ccb71,,,2025-05-13T03:47:01Z,18639030
